comment,cleaned_comment,score1,score2,combined_score
"当信息足够发达，社会足够开放，个体获得伴侣过于容易时，爱情就被判死刑了。
一个又一个交友软件、一篇又一篇恋爱教学，带来的结果是什么？
擅长操纵感情的人越来越擅长操纵感情，容易受骗的人则越来越封闭自己的感情。
一面是淫乱纵欲，另一面是固步自封。
或许观点会骗人，但数据不会骗人。东亚几个现代化国家，无一不是结婚率、出生率双双下降。
有些东西，只会适得其反。",当信息足够发达，社会足够开放，个体获得伴侣过于容易时，爱情就被判死刑了。 一个又一个交友软件、一篇又一篇恋爱教学，带来的结果是什么？ 擅长操纵感情的人越来越擅长操纵感情，容易受骗的人则越来越封闭自己的感情。 一面是淫乱纵欲，另一面是固步自封。 或许观点会骗人，但数据不会骗人。东亚几个现代化国家，无一不是结婚率、出生率双双下降。 有些东西，只会适得其反。,0.3594573740249155,0.33622659986374615,0.45201868533283135
想请问杜老师真正在感情中，如何判断“我们的爱对等吗”这个问题呢？感情投入无法完全量化评价，那只是凭借自己的感觉吗？觉得对方没有足够爱我就是危险的苗头了吗？但有时会不会是自己在乎的/要求的过多了呢，其实并不是很重要的事情？想问问老师有没有相关经验可以讲讲呀？[打call][打call],想请问杜老师真正在感情中，如何判断“我们的爱对等吗”这个问题呢？感情投入无法完全量化评价，那只是凭借自己的感觉吗？觉得对方没有足够爱我就是危险的苗头了吗？但有时会不会是自己在乎的/要求的过多了呢，其实并不是很重要的事情？想问问老师有没有相关经验可以讲讲呀？,0.3594573740249155,1.0,0.8868872134803452
说句实话，那是因为真没有遇见什么心动的人，就会难免斤斤计较，所以我现在的观点是，没心动就不要谈，不要说处处还能产生感情，产生不了的，感情就是一眼定生死。好好过自己单身的生活，心动了再放肆谈，不然满腔的激情一辈子没释放过很可惜。,说句实话，那是因为真没有遇见什么心动的人，就会难免斤斤计较，所以我现在的观点是，没心动就不要谈，不要说处处还能产生感情，产生不了的，感情就是一眼定生死。好好过自己单身的生活，心动了再放肆谈，不然满腔的激情一辈子没释放过很可惜。,0.40159477065724175,0.4632039205553255,0.41061993142681985
我谈了差不多九个男朋友吧，其实我觉得恋爱不要谈太多比较好，我也不知道是不是我个人的问题，谈的恋爱越多，对感情越麻木，我似乎已经不知道喜欢和爱是什么样的感觉了，唯一的好处可能是知道该怎么谈恋爱，知道自己想要什么，知道什么样的人更适合自己了吧，而且感情谈得越多，受的伤害也会多，其实有些伤害，会影响很久，不会轻易消失的，导致我现在不太相信感情是否可以走到最后，总是抱着能谈就谈，能谈到结婚也挺好的，不能谈就算了的心态，挺消极的,我谈了差不多九个男朋友吧，其实我觉得恋爱不要谈太多比较好，我也不知道是不是我个人的问题，谈的恋爱越多，对感情越麻木，我似乎已经不知道喜欢和爱是什么样的感觉了，唯一的好处可能是知道该怎么谈恋爱，知道自己想要什么，知道什么样的人更适合自己了吧，而且感情谈得越多，受的伤害也会多，其实有些伤害，会影响很久，不会轻易消失的，导致我现在不太相信感情是否可以走到最后，总是抱着能谈就谈，能谈到结婚也挺好的，不能谈就算了的心态，挺消极的,0.5350482592176715,1.0,0.7576105943137366
20段感情，该不会是把P友当成男友吧？,段感情，该不会是把P友当成男友吧？,0.3594573740249155,1.0,0.5610907019195847
宁愿给感情留遗憾，不给愿婚姻埋隐患,宁愿给感情留遗憾，不给愿婚姻埋隐患,0.3594573740249155,1.0,0.6839753269662432
原则问题（家暴，出轨，赌博）必须离婚，非原则问题（感情平淡）就凑合吧。,原则问题（家暴，出轨，赌博）必须离婚，非原则问题（感情平淡）就凑合吧。,0.40159477065724175,1.0,0.5836919565824398
分人吧，我天生反骨。对那种一开始就喜欢上我疯狂追的人特别反感，同样我可以喜欢上有几个孩子的离婚男，只要他够帅[doge]别讲的所有女的都是恋爱脑，有小三我就当放生，但原则只有一条，骗我感情可以但休想骗我钱[微笑],分人吧，我天生反骨。对那种一开始就喜欢上我疯狂追的人特别反感，同样我可以喜欢上有几个孩子的离婚男，只要他够帅别讲的所有女的都是恋爱脑，有小三我就当放生，但原则只有一条，骗我感情可以但休想骗我钱,0.3594573740249155,1.0,0.5827726865491043
看完了，得出结论，和年龄没关系，只看到个人感情观的差异,看完了，得出结论，和年龄没关系，只看到个人感情观的差异,0.40159477065724175,0.4320558161628193,0.3319012285362528
小孩子都在说无关的事，青壮年在对异性提建议、发牢骚，老年人则侧重感情中两性的协调。随着年龄的增长，男人逐渐了解爱，接受了爱，适应于爱。年幼时，对爱情懵懵懂懂，从旁人那里听说爱是人间至美、至痛。等到自己产生了爱情的欲望，尝试追求后，才发现爱情不是非黑即白，非甜即苦，完美形象的破碎令人对其无比苛刻。而在这笑与泪交织的数十多年中历经沉浮后，才明白美好与苦痛存在于每一段感情。没有相互扶持与努力拼搏，那么无论是追求幻想还是苟且于现实都会迎来破灭,小孩子都在说无关的事，青壮年在对异性提建议、发牢骚，老年人则侧重感情中两性的协调。随着年龄的增长，男人逐渐了解爱，接受了爱，适应于爱。年幼时，对爱情懵懵懂懂，从旁人那里听说爱是人间至美、至痛。等到自己产生了爱情的欲望，尝试追求后，才发现爱情不是非黑即白，非甜即苦，完美形象的破碎令人对其无比苛刻。而在这笑与泪交织的数十多年中历经沉浮后，才明白美好与苦痛存在于每一段感情。没有相互扶持与努力拼搏，那么无论是追求幻想还是苟且于现实都会迎来破灭,0.3594573740249155,1.0,0.9223220749362102
