comment,cleaned_comment,score1,score2,combined_score
哎，我也是母胎单身二十多年了，在宿舍看到舍友们都在谈恋爱我就有点寂寞，也有点想找男朋友，但朋友给我介绍我又有点抵触[捂脸]，现在疫情在家没有舍友撒狗粮我自己不要太自在[呲牙]追一追韩综，梦一梦四字弟弟真的好快乐，现在只希望爸妈催婚晚一点,哎，我也是母胎单身二十多年了，在宿舍看到舍友们都在谈恋爱我就有点寂寞，也有点想找男朋友，但朋友给我介绍我又有点抵触，现在疫情在家没有舍友撒狗粮我自己不要太自在追一追韩综，梦一梦四字弟弟真的好快乐，现在只希望爸妈催婚晚一点,1.0,0.33622659986374615,0.4563273447126673
由于家庭影响，我和我表妹都非常不相信婚姻与男人，但是不同的是我母胎单身25年，我妹变成了海王[妙啊],由于家庭影响，我和我表妹都非常不相信婚姻与男人，但是不同的是我母胎单身年，我妹变成了海王,0.3594573740249155,1.0,0.7354480717207856
全日制在读研一，没结婚，至今母胎solo，感觉结婚离我好远,全日制在读研一，没结婚，至今母胎solo，感觉结婚离我好远,1.0,1.0,0.7285614711954047
研三在读，母胎solo，完全没意识不到自己已经到了被催的年纪,研三在读，母胎solo，完全没意识不到自己已经到了被催的年纪,1.0,1.0,0.740962136795102
"我最近真的在想这些事情[笑哭]
母胎单身，大学快毕业了[笑哭]",我最近真的在想这些事情 母胎单身，大学快毕业了,1.0,1.0,0.7717463150411706
母胎solo 22年了，前几天我爷爷奶奶给我打电话来跟我说，给我找好相亲对象了，让我这个春节回去见几面，长这么大了，连个男的的手我都没摸过，别说对于相亲我还有点小激动，身边的朋友，该订婚的订婚，生娃儿的都已经会打酱油了，前一个月我闺蜜还给我介绍相亲对象哈哈哈哈[doge][doge][doge]我觉得我是个异类,母胎solo 年了，前几天我爷爷奶奶给我打电话来跟我说，给我找好相亲对象了，让我这个春节回去见几面，长这么大了，连个男的的手我都没摸过，别说对于相亲我还有点小激动，身边的朋友，该订婚的订婚，生娃儿的都已经会打酱油了，前一个月我闺蜜还给我介绍相亲对象哈哈哈哈我觉得我是个异类,0.5350482592176715,1.0,0.8563926740999948
母胎理性and勉强高学历，我比较吃细水长流和细节，慕强派,母胎理性and勉强高学历，我比较吃细水长流和细节，慕强派,0.3594573740249155,0.33622659986374615,0.5155789410705856
研究生今年六月毕业了，到现在还母胎solo[辣眼睛][辣眼睛][辣眼睛],研究生今年六月毕业了，到现在还母胎solo,1.0,1.0,0.8238592006852883
我还母胎solo二十一年呢，呜呜呜呜,我还母胎solo二十一年呢，呜呜呜呜,0.3594573740249155,1.0,0.7285614711954047
母胎Solo，看了以后更不想谈恋爱了。,母胎Solo，看了以后更不想谈恋爱了。,0.3594573740249155,1.0,0.7131786308115632
母胎单身22年的来学习一下,母胎单身年的来学习一下,0.3594573740249155,1.0,0.6558735288158266
来研究自己如何做到母胎solo26年的[微笑],来研究自己如何做到母胎solo年的,0.3594573740249155,1.0,0.687429828375597
Sammi 也forgive Andy hui俩个人好过一个人，阿姨原谅她出轨的老公，没事他回头了，孩子也长大了，结婚是因为爱想要每天都在一起要有孩子，婚姻不只是开心也多了责任，好想有幸福美满的爱情和生活，我本来是solo可是现在被人音响，所有人都结婚只有我母胎Solo,Sammi 也forgive Andy hui俩个人好过一个人，阿姨原谅她出轨的老公，没事他回头了，孩子也长大了，结婚是因为爱想要每天都在一起要有孩子，婚姻不只是开心也多了责任，好想有幸福美满的爱情和生活，我本来是solo可是现在被人音响，所有人都结婚只有我母胎Solo,0.3594573740249155,1.0,0.8643237586912502
母胎单身25年，至今没谈过，按照这个视频来看。未来我有两种走向1完成结婚的任务之后抛妻弃子，无尽放纵2.我将会压抑自己，抑郁终生,母胎单身年，至今没谈过，按照这个视频来看。未来我有两种走向完成结婚的任务之后抛妻弃子，无尽放纵.我将会压抑自己，抑郁终生,0.3594573740249155,1.0,0.7506723044119985
其实就是这样，虽然两代人思想不同，但是沟通能解决很大一部分。一次不行两次，两次不行十次，十次不行一百次。自己的意愿最重要了。结婚，自己想结的时候自己定。生娃，自己计划好了想生再生。我站着说话不腰疼，如果没有沟通父母，我估计已经是孩子他妈了，而不是现在母胎solo。还是那句话，自己意愿。,其实就是这样，虽然两代人思想不同，但是沟通能解决很大一部分。一次不行两次，两次不行十次，十次不行一百次。自己的意愿最重要了。结婚，自己想结的时候自己定。生娃，自己计划好了想生再生。我站着说话不腰疼，如果没有沟通父母，我估计已经是孩子他妈了，而不是现在母胎solo。还是那句话，自己意愿。,0.3594573740249155,1.0,0.9445245257475703
感谢Sunny姐姐真诚的分享，对于母胎solo很有启发。通过视频能感受到你和聪哥爱情中的真挚与坚定。另外，封面氛围感满分！[给心心],感谢Sunny姐姐真诚的分享，对于母胎solo很有启发。通过视频能感受到你和聪哥爱情中的真挚与坚定。另外，封面氛围感满分！,0.3594573740249155,1.0,0.8501364517650085
怎么找到男朋友啊？不打游戏，没有社交的母胎solo不懂。我还有点恐男，没怎么和男生聊过天不自然，而且我觉得如果说路上遇到好看的男生就去加联系方式显得有目的性，懂得都懂，感觉很尴尬呀。怎么找男的呀，我们专业几乎都是女的,怎么找到男朋友啊？不打游戏，没有社交的母胎solo不懂。我还有点恐男，没怎么和男生聊过天不自然，而且我觉得如果说路上遇到好看的男生就去加联系方式显得有目的性，懂得都懂，感觉很尴尬呀。怎么找男的呀，我们专业几乎都是女的,0.5350482592176715,1.0,1.0
不想恋爱，不想结婚，母胎solo，原生家庭对我的创伤太大了，无力治愈,不想恋爱，不想结婚，母胎solo，原生家庭对我的创伤太大了，无力治愈,0.3594573740249155,1.0,0.6395458367916877
哈哈哈哈一个母胎solo在这看为什么会和错的人结婚,哈哈哈哈一个母胎solo在这看为什么会和错的人结婚,0.3594573740249155,1.0,0.6956864853416094
"这位姐姐性别卡的死吗，你要不看看我，我能把你当唯一的姐[脱单doge]
本人母胎solo，努力学习认真工作赚钱，无不良嗜好，可出示绿码+24小时核酸检测阴性报告、体检报告、征信报告、三代直系亲属无犯罪记录证明…",这位姐姐性别卡的死吗，你要不看看我，我能把你当唯一的姐 本人母胎solo，努力学习认真工作赚钱，无不良嗜好，可出示绿码+小时核酸检测阴性报告、体检报告、征信报告、三代直系亲属无犯罪记录证明…,0.3594573740249155,1.0,0.903486812817442
"又是首页通知书呢[星星眼][星星眼]
一直追的我收获好大
母胎solo的我一直就没有一个好的恋爱观
导致我上次在一段暧昧的关系中[笑哭]
之后我也做了思考，我就是太失去自我了。
跳出那段关系后我渐渐的找到自己
夭夭说的太棒啦
发色是真的也太好看啦嘻嘻嘻
越来越好看[给心心][给心心]",又是首页通知书呢 一直追的我收获好大 母胎solo的我一直就没有一个好的恋爱观 导致我上次在一段暧昧的关系中 之后我也做了思考，我就是太失去自我了。 跳出那段关系后我渐渐的找到自己 夭夭说的太棒啦 发色是真的也太好看啦嘻嘻嘻 越来越好看,0.3594573740249155,1.0,0.7878326243364011
24岁母胎solo大男孩子，看了UP主视频心里好多了，三连送上！,岁母胎solo大男孩子，看了UP主视频心里好多了，三连送上！,0.3594573740249155,1.0,0.7501350964074855
我就不一样了，母胎单身就没有这些烦恼了[笑],我就不一样了，母胎单身就没有这些烦恼了,0.0,1.0,0.7309556146462995
明明母胎solo，听得就是很开心，还在心里想：对的对的[思考],明明母胎solo，听得就是很开心，还在心里想：对的对的,0.3594573740249155,1.0,0.7567147891557982
母胎单身29年的我看了也没啥用[doge],母胎单身年的我看了也没啥用,0.40159477065724175,1.0,0.7011293337258171
Up分享的好真诚[支持]母胎久了没有实践经验的话就很容易陷入脑子已经走了100步行动才1步的情况，不懂的循序渐进的推进感情,Up分享的好真诚母胎久了没有实践经验的话就很容易陷入脑子已经走了步行动才步的情况，不懂的循序渐进的推进感情,0.3594573740249155,1.0,0.8710905080953942
94母胎solo，连一个心动过的人都没有，咋搞，家里天天催相亲，唉[囧],母胎solo，连一个心动过的人都没有，咋搞，家里天天催相亲，唉,0.3594573740249155,1.0,0.7100872885766341
所以才开始不要太投入了，要看对方状态再做决定  同样母胎突然明白了,所以才开始不要太投入了，要看对方状态再做决定 同样母胎突然明白了,0.3594573740249155,0.4320558161628193,0.5356910997236857
母胎单身狗骂骂咧咧地走了并送上了祝福[脱单doge],母胎单身狗骂骂咧咧地走了并送上了祝福,0.3594573740249155,1.0,0.7844199176225918
老天保佑我，在读完这本书并忘完之前，能结束母胎solo的生活,老天保佑我，在读完这本书并忘完之前，能结束母胎solo的生活,0.3594573740249155,1.0,0.8418218525125547
我今年29了，仍旧母胎solo，虽然告诉自己不应该着急，可是身边同龄的小伙伴都一一走入了人生的另一个阶段，尽管自己有房有车日子过的也还不错，但是看到别人甜甜的恋爱，想来还是焦虑的，离30越近就越焦虑，时常担心自己就要孤独终老了……,我今年了，仍旧母胎solo，虽然告诉自己不应该着急，可是身边同龄的小伙伴都一一走入了人生的另一个阶段，尽管自己有房有车日子过的也还不错，但是看到别人甜甜的恋爱，想来还是焦虑的，离越近就越焦虑，时常担心自己就要孤独终老了……,0.3594573740249155,1.0,0.8492372092305553
虽然母胎单身多年，但有时对朋友也有这种状况。[微笑],虽然母胎单身多年，但有时对朋友也有这种状况。,0.3594573740249155,0.33622659986374615,0.4432618062719093
28岁母胎单身，年纪越大越难谈恋爱，一方面很难心动了，没有特别强烈的动力；另一方面已经习惯于自己的生活节奏，突然闯入个人很难适应。,岁母胎单身，年纪越大越难谈恋爱，一方面很难心动了，没有特别强烈的动力；另一方面已经习惯于自己的生活节奏，突然闯入个人很难适应。,0.3594573740249155,1.0,0.7020631855279806
是的  95年的我 还是母胎solo 感觉我很害怕走进一段亲密关系 更享受一个人做自己喜欢的事 哪怕是躺着刷刷手机 看看剧 也是在享受我个人的时间 然而我不是“I” 人 只是想享受个人时间的 ENFJ 快乐小狗  期待爱情 但不盲目,是的 年的我 还是母胎solo 感觉我很害怕走进一段亲密关系 更享受一个人做自己喜欢的事 哪怕是躺着刷刷手机 看看剧 也是在享受我个人的时间 然而我不是“I” 人 只是想享受个人时间的 ENFJ 快乐小狗 期待爱情 但不盲目,0.3594573740249155,1.0,0.7338553640247065
