comment,cleaned_comment,score1,score2
"--本内容由 @美式COFFEE少加冰 大佬下凡召唤，热心市民@AI视频小助理闪现赶来

一、作者对爱情的看法，认为爱情是两个人心灵上的共鸣和长久的陪伴，而异地恋需要更多的信任和沟通，分享日常和保持初心。
00:30 - 爱情是两个人心灵上的共鸣，长久的陪伴和共同进步成长。
01:07 - 爱情无关学历、身高、收入，有一个人让你心动就足够了。
01:58 - 异地恋需要互相信任、多联系、多沟通，保持初心和信任，分享日常生活。
二、异地恋中的沟通、信任、尊重等心理条件的重要性，强调了恋爱中的开心和成长，以及不要过分期望对方和固执己见。
03:03 - 异地恋需要心理条件，体谅对方辛苦，安慰对方
04:24 - 双向奔赴的恋情能走得更远，恋爱能让人成长
05:44 - 学会自尊自爱自强，才能得到尊重和喜欢
三、主人公虽然分手了，但依然坚定地支持对方，希望他能振作起来，重新开始。同时，主人公也表达了自己对对方的思念和关心。
06:00 - 无论转身后如何，都要坚定自己的背景，不是你的损失。
06:13 - 过了伤心时期，重新振作起来，听一段录音。
07:41 - 坚信能一直走下去，收到你的心意，我也喜欢你。
实名羡慕up这溢出屏幕的才华[点赞][点赞][点赞]，YYDS！快来一键三连吧[热词系列_优雅]","--本内容由 @美式COFFEE少加冰 大佬下凡召唤，热心市民@AI视频小助理闪现赶来

一、作者对爱情的看法，认为爱情是两个人心灵上的共鸣和长久的陪伴，而异地恋需要更多的信任和沟通，分享日常和保持初心。
00:30 - 爱情是两个人心灵上的共鸣，长久的陪伴和共同进步成长。
01:07 - 爱情无关学历、身高、收入，有一个人让你心动就足够了。
01:58 - 异地恋需要互相信任、多联系、多沟通，保持初心和信任，分享日常生活。
二、异地恋中的沟通、信任、尊重等心理条件的重要性，强调了恋爱中的开心和成长，以及不要过分期望对方和固执己见。
03:03 - 异地恋需要心理条件，体谅对方辛苦，安慰对方
04:24 - 双向奔赴的恋情能走得更远，恋爱能让人成长
05:44 - 学会自尊自爱自强，才能得到尊重和喜欢
三、主人公虽然分手了，但依然坚定地支持对方，希望他能振作起来，重新开始。同时，主人公也表达了自己对对方的思念和关心。
06:00 - 无论转身后如何，都要坚定自己的背景，不是你的损失。
06:13 - 过了伤心时期，重新振作起来，听一段录音。
07:41 - 坚信能一直走下去，收到你的心意，我也喜欢你。
实名羡慕up这溢出屏幕的才华，YYDS！快来一键三连吧",0.3594573740249155,1.0
异地恋好久了，经历过很难,异地恋好久了，经历过很难,0.3594573740249155,1.0
我就是焦虑型的[大哭]，就很粘人，很害怕被抛弃，再加上和女朋友的异地恋（没错我女的），让我很害怕我有一天被抛弃[笑哭]。虽然和女朋友也谈过这件事情，都是互相喜欢的，但心里还是忍不住害怕。毕竟异地恋很难想象后面会发生什么，就害怕有一天她被抢走或者离开我[委屈],我就是焦虑型的，就很粘人，很害怕被抛弃，再加上和女朋友的异地恋（没错我女的），让我很害怕我有一天被抛弃。虽然和女朋友也谈过这件事情，都是互相喜欢的，但心里还是忍不住害怕。毕竟异地恋很难想象后面会发生什么，就害怕有一天她被抢走或者离开我,0.3594573740249155,1.0
"我曾经可喜欢前女友了，可是她不会喜欢别人。
我尽了所有努力当狗，也没逃过毕业后的异地。
感情虽然是非理性，但也要平等吧，我想结束对我是好的。","我曾经可喜欢前女友了，可是她不会喜欢别人。
我尽了所有努力当狗，也没逃过毕业后的异地。
感情虽然是非理性，但也要平等吧，我想结束对我是好的。",0.3594573740249155,1.0
异地，不信任好难建立，又不想立太多规矩让对方觉得是控制欲,异地，不信任好难建立，又不想立太多规矩让对方觉得是控制欲,0.3594573740249155,1.0
我同我广州ex就是我一直给钱，食饭，出街，开房…[笑哭]坚持了7年 当时我好想结婚 他还是不愿意跟我结婚 要我等多两年，后尾分手没多久他就拍拖了[无语]哎 我深圳他广州一直异地 我大他两岁 ，应该没比我更慈善家了吧[跪了],我同我广州ex就是我一直给钱，食饭，出街，开房…坚持了7年 当时我好想结婚 他还是不愿意跟我结婚 要我等多两年，后尾分手没多久他就拍拖了哎 我深圳他广州一直异地 我大他两岁 ，应该没比我更慈善家了吧,0.3594573740249155,1.0
我也是异地恋，我在这里，另一个不知道在哪里[doge][doge][doge],我也是异地恋，我在这里，另一个不知道在哪里,0.3594573740249155,1.0
男朋友不久前坐上了去英国的飞机✈️我俩要正式开始异国恋了，这个视频推送的非常及时，已转男友haha。我们在一起六点多了，从高中开始一直都是“异地”状态，高中异校、大学异市、研究生异国，只有在旅游或者寒暑假的时候在同一个市多见面多聊天。up提到的一个观点我真的超级认同，就是“情绪传达不及时”是异地，尤其是有时差的异国恋最难的地方了。以前本科一个月见一次，见面就是疯狂互相粘，积压的所有情绪都会在见面那一刻冰释，只想不停的对对方好并希望对方也对自己好，把反馈囤积。现在异国三个月六个月见一次，希望我们能顺利度过吧，熬过异国就是一辈子了！[脸红],男朋友不久前坐上了去英国的飞机✈️我俩要正式开始异国恋了，这个视频推送的非常及时，已转男友haha。我们在一起六点多了，从高中开始一直都是“异地”状态，高中异校、大学异市、研究生异国，只有在旅游或者寒暑假的时候在同一个市多见面多聊天。up提到的一个观点我真的超级认同，就是“情绪传达不及时”是异地，尤其是有时差的异国恋最难的地方了。以前本科一个月见一次，见面就是疯狂互相粘，积压的所有情绪都会在见面那一刻冰释，只想不停的对对方好并希望对方也对自己好，把反馈囤积。现在异国三个月六个月见一次，希望我们能顺利度过吧，熬过异国就是一辈子了！,1.0,1.0
不要异地恋！不要异地恋！不要异地恋！！！,不要异地恋！不要异地恋！不要异地恋！！！,1.0,1.0
根本不知道上一次的问题在哪里，所以要改进也真的不太知道能往哪里改，两次都是因为异地分开的，难道我是不能找除了广州本地以外的其他人吗[大哭]但是还是会谢谢前任，是他教会了我，女孩子太乖太主动太懂事都是不会被珍惜的，付出型和讨好型人格是病，得改,根本不知道上一次的问题在哪里，所以要改进也真的不太知道能往哪里改，两次都是因为异地分开的，难道我是不能找除了广州本地以外的其他人吗但是还是会谢谢前任，是他教会了我，女孩子太乖太主动太懂事都是不会被珍惜的，付出型和讨好型人格是病，得改,0.3594573740249155,1.0
