comment,cleaned_comment,score1,score2
找对象是真的难啊，想遇到一个真心实意喜欢，我也喜欢他的太难了,找对象是真的难啊，想遇到一个真心实意喜欢，我也喜欢他的太难了,0.34073961154861454,0.965775842307604
此生迄今为止最接近爱情的一刻在初中，妹子相貌可爱，还挺主动的，但是本榆木脑袋不解风情，flag全回避了，上了大学才回过味来，但是再也没有遇到过这样的妹子，感觉要注孤生了[喜极而泣],此生迄今为止最接近爱情的一刻在初中，妹子相貌可爱，还挺主动的，但是本榆木脑袋不解风情，flag全回避了，上了大学才回过味来，但是再也没有遇到过这样的妹子，感觉要注孤生了,0.34073961154861454,0.34073961154861454
重点是要遇到对的人，不然你怎么单方面努力都是徒劳。遇到对的人相互奔赴，共同学习，共同进步，才能一直在一起。,重点是要遇到对的人，不然你怎么单方面努力都是徒劳。遇到对的人相互奔赴，共同学习，共同进步，才能一直在一起。,0.34073961154861454,0.34073961154861454
"遇到适合的人真的很需要缘分。我也和老公一起12年了，高中时期就是热恋期，大学就异地，工作之后也是1周见一次面。但是就是没有什么大的矛盾，平平淡淡就这样过来了。
其实我当时也是很缺爱的人，每天都很低落，每隔几个晚上在床上都会无声哭泣。遇到他之后，疯狂汲取他的爱，幸好他也比较享受，也非常愿意照顾我的情绪，指导我各种事情，虽然他比我还小一个月。大学之后就明白他给我的不仅仅是爱，还有对生活的热爱和信心。
我经常和朋友说起我的恋情，我都会说，我高中之前的人生都是灰色的，遇到他之后生活变成了彩色。","遇到适合的人真的很需要缘分。我也和老公一起12年了，高中时期就是热恋期，大学就异地，工作之后也是1周见一次面。但是就是没有什么大的矛盾，平平淡淡就这样过来了。
其实我当时也是很缺爱的人，每天都很低落，每隔几个晚上在床上都会无声哭泣。遇到他之后，疯狂汲取他的爱，幸好他也比较享受，也非常愿意照顾我的情绪，指导我各种事情，虽然他比我还小一个月。大学之后就明白他给我的不仅仅是爱，还有对生活的热爱和信心。
我经常和朋友说起我的恋情，我都会说，我高中之前的人生都是灰色的，遇到他之后生活变成了彩色。",0.34073961154861454,0.965775842307604
23岁牡丹真的好奇恋爱究竟是在谈什么，因为感觉自己一个人生活也没问题到现在都没起过谈恋爱的念头，但到时候被家人催现在就开始焦虑了。,23岁牡丹真的好奇恋爱究竟是在谈什么，因为感觉自己一个人生活也没问题到现在都没起过谈恋爱的念头，但到时候被家人催现在就开始焦虑了。,0.34073961154861454,0.965775842307604
"我感觉更多并不是盲目想结婚，而是到了一定年龄之后，不论是社会还是家庭等周围环境带给女生的焦虑感
好比你过了所谓的嫁人/生娃黄金期之后，会不会感到后悔或者错过某个人balalla
让我不禁思考，是不是为了要结婚而去谈恋爱，为了生孩子而去结婚
这种自我CPU的想法真的太可怕，太焦虑了（姐妹们千万不要）
总的来说，当前的社会形态跟意识对女性还是没有那么友好跟包容[doge]","我感觉更多并不是盲目想结婚，而是到了一定年龄之后，不论是社会还是家庭等周围环境带给女生的焦虑感
好比你过了所谓的嫁人/生娃黄金期之后，会不会感到后悔或者错过某个人balalla
让我不禁思考，是不是为了要结婚而去谈恋爱，为了生孩子而去结婚
这种自我CPU的想法真的太可怕，太焦虑了（姐妹们千万不要）
总的来说，当前的社会形态跟意识对女性还是没有那么友好跟包容",0.03422415769239588,0.6592603884513855
98牡丹怀疑自己是回避型依恋人格，想谈恋爱但特别害怕和异性亲密接触，有时候对方想进一步会让自己无所适从，想改变但不知道如何克服恐惧[笑哭],98牡丹怀疑自己是回避型依恋人格，想谈恋爱但特别害怕和异性亲密接触，有时候对方想进一步会让自己无所适从，想改变但不知道如何克服恐惧,0.34073961154861454,0.965775842307604
事实就是，标准都是给不喜欢的人设定的，遇到喜欢的大家都会努力磨合,事实就是，标准都是给不喜欢的人设定的，遇到喜欢的大家都会努力磨合,0.34073961154861454,0.965775842307604
万一遇到了呢，还是要对婚姻有信心，继续加油提升自己吧~[鼓掌],万一遇到了呢，还是要对婚姻有信心，继续加油提升自己吧~,0.34073961154861454,0.965775842307604
"遇到一个已婚让我当小三，还说我是真爱，别用小三自称，侮辱爱情。
我 : ......
直接拉黑。","遇到一个已婚让我当小三，还说我是真爱，别用小三自称，侮辱爱情。
我 : ......
直接拉黑。",0.34073961154861454,0.965775842307604
