comment,cleaned_comment,score1,score2,combined_score
我也准备结婚了，已经感觉到婚前买房以及彩礼之类的消费，双方父母总是会有矛盾，我爸和他爸爸吵架，我爸喊我分手，我和我男朋友在中间周旋了很久，互相说好话，才和平共处了，婚前买房也是，他爸妈也很担心我要去掺和什么（加名字之类的），我爸又怕我吃亏，总之就是双方各防各的，以及如果父母很开明，婚前同居没关系，要是双方父母都保守的，千万不要婚前同居！！！！就算同居了，做好防护措施，别怀孕！！！这个是重点，不然就会面临，男方父母在准备结婚这些事情中的态度高高在上（少部分不会，但大部分都会打压女方这边的,我也准备结婚了，已经感觉到婚前买房以及彩礼之类的消费，双方父母总是会有矛盾，我爸和他爸爸吵架，我爸喊我分手，我和我男朋友在中间周旋了很久，互相说好话，才和平共处了，婚前买房也是，他爸妈也很担心我要去掺和什么（加名字之类的），我爸又怕我吃亏，总之就是双方各防各的，以及如果父母很开明，婚前同居没关系，要是双方父母都保守的，千万不要婚前同居！！！！就算同居了，做好防护措施，别怀孕！！！这个是重点，不然就会面临，男方父母在准备结婚这些事情中的态度高高在上（少部分不会，但大部分都会打压女方这边的,0.40159477065724175,1.0,0.734282652531991
我觉得吧，你这视频里全是毒鸡汤，拉一群牡丹的人陪着你单着，点外卖怎么就是廉价的关心了？？一个陌生人会给你点外卖？？关心还分等级？？父母问候你一分钱都没花，这怎么算？？爱情需要理由吗？？自己就在物化爱情。。衡量的标准难道不是真心吗？在自己能力范围内的关心就够了。否则你就不是找对象，找个干爹算了。[辣眼睛],我觉得吧，你这视频里全是毒鸡汤，拉一群牡丹的人陪着你单着，点外卖怎么就是廉价的关心了？？一个陌生人会给你点外卖？？关心还分等级？？父母问候你一分钱都没花，这怎么算？？爱情需要理由吗？？自己就在物化爱情。。衡量的标准难道不是真心吗？在自己能力范围内的关心就够了。否则你就不是找对象，找个干爹算了。,0.3594573740249155,1.0,0.718146112339274
父母催婚其实和让你幸福不幸福无关，大多只是觉得没面子而已。,父母催婚其实和让你幸福不幸福无关，大多只是觉得没面子而已。,0.3594573740249155,1.0,0.537711874994376
说一个被大家忽视或者说是不愿意提起来的原因，这些对婚姻丧失了积极兴趣的人群，很大一部分从来没有在原生家庭里得到过关婚姻的正能量积极性和谐性信息，相反他们亲眼目睹了所谓的夫妻同床异梦互相攻击谩骂羞辱，亲眼目睹所谓的给孩子一个家给的是终生伴随的心理创伤，活生生的硬扛了十几年二十几年甚至更长时间，在他们手脚并用拼命攀爬终于离开了出生即存在的人间炼狱后，父母们觉得他们还有可能为了所谓的幸福重新跌落回去吗？？？实话说这是一场前所未有的滞后表现出来的集体大逃离，而造成这一幕的正是所谓的为了你好的父母们！,说一个被大家忽视或者说是不愿意提起来的原因，这些对婚姻丧失了积极兴趣的人群，很大一部分从来没有在原生家庭里得到过关婚姻的正能量积极性和谐性信息，相反他们亲眼目睹了所谓的夫妻同床异梦互相攻击谩骂羞辱，亲眼目睹所谓的给孩子一个家给的是终生伴随的心理创伤，活生生的硬扛了十几年二十几年甚至更长时间，在他们手脚并用拼命攀爬终于离开了出生即存在的人间炼狱后，父母们觉得他们还有可能为了所谓的幸福重新跌落回去吗？？？实话说这是一场前所未有的滞后表现出来的集体大逃离，而造成这一幕的正是所谓的为了你好的父母们！,0.3594573740249155,1.0,0.8287316831783882
父母为啥催你结婚。我父母说别人都结婚了你没结，别人笑话你。（其实我不在意）但父母那一代把面子看到比命重要。,父母为啥催你结婚。我父母说别人都结婚了你没结，别人笑话你。（其实我不在意）但父母那一代把面子看到比命重要。,0.3594573740249155,1.0,0.6740263174650079
"婚姻是两家的事情，谈恋爱是两个人的事情，婚姻从大局出发，双方父母都认可。
我父母也是这么跟我说的，包括我的长辈，他们不同意，原因是从浙江到广西太远了，我以为这只是少部分人这么想，看到这句话在视频里说出来，扎心。真的是这样吗？结婚难道不是两个人过日子吗，又不是跟父母住在一起，为什么还要两家人都同意？她的父母没有表示反对，让谈着试试，但是我爸却说谈恋爱跟谈对象不一样，让我积累经验，玩玩就好。
我不理解。实在是不理解。怎么我父亲会说出这种话，我想的是等我回国就结婚。现在看来困难重重。我这边的家庭阻力太大了。但是我想追求我喜欢的，而不是“搭伙过日子”。",婚姻是两家的事情，谈恋爱是两个人的事情，婚姻从大局出发，双方父母都认可。 我父母也是这么跟我说的，包括我的长辈，他们不同意，原因是从浙江到广西太远了，我以为这只是少部分人这么想，看到这句话在视频里说出来，扎心。真的是这样吗？结婚难道不是两个人过日子吗，又不是跟父母住在一起，为什么还要两家人都同意？她的父母没有表示反对，让谈着试试，但是我爸却说谈恋爱跟谈对象不一样，让我积累经验，玩玩就好。 我不理解。实在是不理解。怎么我父亲会说出这种话，我想的是等我回国就结婚。现在看来困难重重。我这边的家庭阻力太大了。但是我想追求我喜欢的，而不是“搭伙过日子”。,0.3594573740249155,1.0,0.8911151532488197
"出柜的目的是什么？我个人认为是——告知。告知父母真实的自己是什么样的人，然后成为为自己负责的“成年人”。

告知一定会获得他人认可吗？当然不是，他人，包括自己的亲生父母有不认可自己恋爱方式的权利。就像我不认同他们退休后还每天必须七点起床吃早餐，起床后必须铺被子的习惯一样。

为什么让孩子尊重父母的生活方式更容易，但相反，让父母接受孩子的生活方式常常更难？我认为这是因为，我们，包括我们的家人，常常缺乏健康的边界感。",出柜的目的是什么？我个人认为是——告知。告知父母真实的自己是什么样的人，然后成为为自己负责的“成年人”。 告知一定会获得他人认可吗？当然不是，他人，包括自己的亲生父母有不认可自己恋爱方式的权利。就像我不认同他们退休后还每天必须七点起床吃早餐，起床后必须铺被子的习惯一样。 为什么让孩子尊重父母的生活方式更容易，但相反，让父母接受孩子的生活方式常常更难？我认为这是因为，我们，包括我们的家人，常常缺乏健康的边界感。,0.3594573740249155,0.33622659986374615,0.5513184450818819
没用！感情不是能套用公式的。爱他因为他父母不怎么好相处就分手？爱他还能理智分析他的三观。三观不合你能爱上他？诚信，哄你算不算诚信？讲道理算不算诚信？,没用！感情不是能套用公式的。爱他因为他父母不怎么好相处就分手？爱他还能理智分析他的三观。三观不合你能爱上他？诚信，哄你算不算诚信？讲道理算不算诚信？,0.3594573740249155,1.0,0.6902648659064123
"我过来人来告诉大家结婚的好处
1、如果没结婚，我银行卡里至少有70W，现在只有2W多，还是在父母资助了10W左右下，要不然是负的。
2、如果没结婚，天天可以想玩什么玩什么，不像现在，下班回家玩游戏被一直说。",我过来人来告诉大家结婚的好处 、如果没结婚，我银行卡里至少有W，现在只有W多，还是在父母资助了W左右下，要不然是负的。 、如果没结婚，天天可以想玩什么玩什么，不像现在，下班回家玩游戏被一直说。,0.0,1.0,0.6260161515123129
想起来拿父母给的钱去和她出去玩会有负罪感。,想起来拿父母给的钱去和她出去玩会有负罪感。,0.40159477065724175,0.33622659986374615,0.34423320928885937
