comment,cleaned_comment,score1,score2
我也准备结婚了，已经感觉到婚前买房以及彩礼之类的消费，双方父母总是会有矛盾，我爸和他爸爸吵架，我爸喊我分手，我和我男朋友在中间周旋了很久，互相说好话，才和平共处了，婚前买房也是，他爸妈也很担心我要去掺和什么（加名字之类的），我爸又怕我吃亏，总之就是双方各防各的，以及如果父母很开明，婚前同居没关系，要是双方父母都保守的，千万不要婚前同居！！！！就算同居了，做好防护措施，别怀孕！！！这个是重点，不然就会面临，男方父母在准备结婚这些事情中的态度高高在上（少部分不会，但大部分都会打压女方这边的,我也准备结婚了，已经感觉到婚前买房以及彩礼之类的消费，双方父母总是会有矛盾，我爸和他爸爸吵架，我爸喊我分手，我和我男朋友在中间周旋了很久，互相说好话，才和平共处了，婚前买房也是，他爸妈也很担心我要去掺和什么（加名字之类的），我爸又怕我吃亏，总之就是双方各防各的，以及如果父母很开明，婚前同居没关系，要是双方父母都保守的，千万不要婚前同居！！！！就算同居了，做好防护措施，别怀孕！！！这个是重点，不然就会面临，男方父母在准备结婚这些事情中的态度高高在上（少部分不会，但大部分都会打压女方这边的,0.12131883789173681,0.965775842307604
真的很相信因果，例如我读书没读到没学历那就工资低，这就是因果，所以我就想如果我贫穷没用如果结婚肯定也是物以类聚又嫁穷人生出一个穷孩，这种日子是百分百的。所以就要杜绝，不要跟那些随便生孩子又拿孩子出来卖惨天天在小红书要人捐钱捐衣服。即使有钱也不能捐给那些人,真的很相信因果，例如我读书没读到没学历那就工资低，这就是因果，所以我就想如果我贫穷没用如果结婚肯定也是物以类聚又嫁穷人生出一个穷孩，这种日子是百分百的。所以就要杜绝，不要跟那些随便生孩子又拿孩子出来卖惨天天在小红书要人捐钱捐衣服。即使有钱也不能捐给那些人,0.34073961154861454,0.34073961154861454
所以我无法理解网友骂胡杏儿老公是软饭男，老公愿意支持老婆的事业，自己也会多多陪伴孩子不好吗。胡杏儿那么拼事业是因为她有上进心，难道女生结婚嫁人有孩子了就不应该拼事业吗，不是自己被说不顾家就是丈夫被说软饭男,所以我无法理解网友骂胡杏儿老公是软饭男，老公愿意支持老婆的事业，自己也会多多陪伴孩子不好吗。胡杏儿那么拼事业是因为她有上进心，难道女生结婚嫁人有孩子了就不应该拼事业吗，不是自己被说不顾家就是丈夫被说软饭男,0.34073961154861454,0.965775842307604
90年的，毕业后觉得自己条件不行，那时候网上到处充斥着买房买车月入过万，才有资格追女孩。虽然那时候家里估计存款有一百来万，在我这十八线小城市成家绝对没问题的，但我刚工作的时候工资才一千多块，就不肯找对象，想着提升自己，想着考完证工资上去了再找对象。等我拿到药师证，主管药师证，临床药师证，执业药师证，当了药剂科副主任，在职研究生也在读，觉得自己各人条件达到了，家里因为疫情生意亏损，负债了，虽然欠债不多。回头一看，自己已经34了，在职研究生还在读，就果断放弃不读了，今年的目标全心全意找个对象，已经有人在安排我相亲了。目前有房有车无贷款，无存款，希望别因为掏不出彩礼被女方嫌弃[喜极而泣]，那我只能在工作两年攒点彩礼再相亲了[喜极而泣]。,90年的，毕业后觉得自己条件不行，那时候网上到处充斥着买房买车月入过万，才有资格追女孩。虽然那时候家里估计存款有一百来万，在我这十八线小城市成家绝对没问题的，但我刚工作的时候工资才一千多块，就不肯找对象，想着提升自己，想着考完证工资上去了再找对象。等我拿到药师证，主管药师证，临床药师证，执业药师证，当了药剂科副主任，在职研究生也在读，觉得自己各人条件达到了，家里因为疫情生意亏损，负债了，虽然欠债不多。回头一看，自己已经34了，在职研究生还在读，就果断放弃不读了，今年的目标全心全意找个对象，已经有人在安排我相亲了。目前有房有车无贷款，无存款，希望别因为掏不出彩礼被女方嫌弃，那我只能在工作两年攒点彩礼再相亲了。,0.03422415769239588,0.965775842307604
"去年和今年同事结婚3对  都男方  我们这边房价2w左右
第一对  同事湖北的但是户口已经迁过来很久了有个弟弟  老婆是苏北的 彩礼18w8    家里的房子是我同事在还贷款   一开始女方说要买不想住旧房子  要买新的   还有点搞得不愉快  后面同事父母给他弟弟贷款买了一套二手房 搬出去了  
第二对  同事依旧是外地的  家里一套房子  老婆本地的  家里几套拆迁房   结婚还要求买房并且不帮还贷款 不然不结  我同事贷了30年  说实话有点离谱[辣眼睛]
第三对  同事32了  找的他老家的  在老家结婚 不太了解 只知道买黄金买了6w  
还有一对  同事老婆是我同学 现在一个月有1k的零花钱[滑稽]
多少有点逆天了 说句实话 就没有相亲相爱 互相帮助互相了解的吗 [藏狐]","去年和今年同事结婚3对  都男方  我们这边房价2w左右
第一对  同事湖北的但是户口已经迁过来很久了有个弟弟  老婆是苏北的 彩礼18w8    家里的房子是我同事在还贷款   一开始女方说要买不想住旧房子  要买新的   还有点搞得不愉快  后面同事父母给他弟弟贷款买了一套二手房 搬出去了  
第二对  同事依旧是外地的  家里一套房子  老婆本地的  家里几套拆迁房   结婚还要求买房并且不帮还贷款 不然不结  我同事贷了30年  说实话有点离谱
第三对  同事32了  找的他老家的  在老家结婚 不太了解 只知道买黄金买了6w  
还有一对  同事老婆是我同学 现在一个月有1k的零花钱
多少有点逆天了 说句实话 就没有相亲相爱 互相帮助互相了解的吗 ",0.03422415769239588,0.965775842307604
[滑稽]嫁妆呢，彩礼，聘礼，嫁妆[滑稽],嫁妆呢，彩礼，聘礼，嫁妆,0.12131883789173681,0.965775842307604
冷知识[doge]彩礼有可能是对方觉得你人品性能力等各方面不行，为了得到一些补偿所以才要的，所以呢，如果对方要彩礼的时候，各位男同胞们可以直接提分手呀！让他们不能获得补偿～[星星眼],冷知识彩礼有可能是对方觉得你人品性能力等各方面不行，为了得到一些补偿所以才要的，所以呢，如果对方要彩礼的时候，各位男同胞们可以直接提分手呀！让他们不能获得补偿～,0.34073961154861454,0.965775842307604
将就不离婚对孩子更不好，尤其是整天吵架的，简直物理攻击+魔法攻击,将就不离婚对孩子更不好，尤其是整天吵架的，简直物理攻击+魔法攻击,0.34073961154861454,0.965775842307604
要么男方迁就女方，要么女方迁就男方，都不让步，只能再见,要么男方迁就女方，要么女方迁就男方，都不让步，只能再见,0.34073961154861454,0.965775842307604
要是有女的愿意买房买车每个月给我大几千零花钱不用上班 别说孩子了 我都跟你姓[妙啊],要是有女的愿意买房买车每个月给我大几千零花钱不用上班 别说孩子了 我都跟你姓,0.03422415769239588,0.965775842307604
