comment,cleaned_comment,score1,score2,combined_score
我觉得，她没有爱情（[脸红]）,我觉得，她没有爱情（）,0.3594573740249155,1.0,1.0
结婚？怎么可能？我又没有钱[doge],结婚？怎么可能？我又没有钱,0.40159477065724175,1.0,1.0
我没有恋爱羞耻 但是我二十多年也没有过喜欢的人。。。这。。。,我没有恋爱羞耻 但是我二十多年也没有过喜欢的人。。。这。。。,0.3594573740249155,1.0,1.0
没有离不开的人，只有爱不完的人[脱单doge],没有离不开的人，只有爱不完的人,0.3594573740249155,1.0,1.0
为什么没有富婆喜欢我这款啊[大哭],为什么没有富婆喜欢我这款啊,0.3594573740249155,1.0,1.0
自己既没有远大前途，也没有纯洁爱情,自己既没有远大前途，也没有纯洁爱情,0.40159477065724175,1.0,1.0
这年头没人认为不谈恋爱等于没有性生活吧,这年头没人认为不谈恋爱等于没有性生活吧,0.40159477065724175,1.0,1.0
母单就没有这个烦恼了[doge][doge],母单就没有这个烦恼了,0.3594573740249155,1.0,1.0
听网课的才知道有会议纪要[喜极而泣]不过男朋友是没有[大哭],听网课的才知道有会议纪要不过男朋友是没有,0.3594573740249155,1.0,1.0
不结婚逼事没有,不结婚逼事没有,0.0,1.0,1.0
没有对象的我看的津津有味[doge],没有对象的我看的津津有味,0.3594573740249155,1.0,1.0
异国恋没有，异次元恋行吗,异国恋没有，异次元恋行吗,0.40159477065724175,1.0,1.0
