comment,cleaned_comment,score1,score2,combined_score
跟人相处很难，跟一个人建立亲密关系更难。且不说虚无缥缈的爱情，和一个人签订契约过一生必然需要信任，理解，真诚和尊重，试问现在的小情侣有哪一对能真的做到这四点。,跟人相处很难，跟一个人建立亲密关系更难。且不说虚无缥缈的爱情，和一个人签订契约过一生必然需要信任，理解，真诚和尊重，试问现在的小情侣有哪一对能真的做到这四点。,0.3594573740249155,1.0,0.6255179480023011
人与人的交流就是资源交换啊，楼上那个说这是做生意，这经营友情爱情什么不是需要花费精力的？打着友谊爱情万岁然后就能无底线的付出吗？,人与人的交流就是资源交换啊，楼上那个说这是做生意，这经营友情爱情什么不是需要花费精力的？打着友谊爱情万岁然后就能无底线的付出吗？,0.3594573740249155,0.33622659986374615,0.35286910694553963
爱情里面比较离谱的一个矛盾是当你需要TA的时候你对TA是没有吸引力的，而当你对别人有吸引力的时候你根本不需要另外一个人，因为人的吸引力就来自自我的完善,爱情里面比较离谱的一个矛盾是当你需要TA的时候你对TA是没有吸引力的，而当你对别人有吸引力的时候你根本不需要另外一个人，因为人的吸引力就来自自我的完善,0.3594573740249155,1.0,0.6764795341897687
需要性，但不需要爱情和婚姻。,需要性，但不需要爱情和婚姻。,0.3594573740249155,1.0,0.6359641887385015
与人建立一段亲密关系也是需要学习的啊，有的二十多了还不知道啥是爱呢，然后匆匆忙忙就步入婚姻了，其实到老都没有体会到爱情吧,与人建立一段亲密关系也是需要学习的啊，有的二十多了还不知道啥是爱呢，然后匆匆忙忙就步入婚姻了，其实到老都没有体会到爱情吧,0.3594573740249155,1.0,0.5793076527878204
男的不是长得太抽象，会打理，主动一点基本上都可以谈上，也就这几年谈成本最低也最甜，有需要的是可以的，成不成就看自己本事和运气了,男的不是长得太抽象，会打理，主动一点基本上都可以谈上，也就这几年谈成本最低也最甜，有需要的是可以的，成不成就看自己本事和运气了,0.40159477065724175,1.0,0.6076522573538484
都有这样的舍友了还需要女朋友吗？[doge],都有这样的舍友了还需要女朋友吗？,0.3594573740249155,1.0,0.6921698433747796
这样好像也不需要恋爱了呢,这样好像也不需要恋爱了呢,0.40159477065724175,0.4320558161628193,0.4081977514561893
"他的话语有一个观点还是很赞同的    降低对婚姻的期望
一直觉得   应该把婚姻当成一个开始    而不是一个事情的结束
类似开店开公司    不是开业就万事大吉了    真的需要经营   想要好   还要双方共同经营

但某些人并不这么想    为了结婚而去结婚   或许会更累    降低期望挺好的     就当做第二次人生   从头再活   事事小心   认真对待经营",他的话语有一个观点还是很赞同的 降低对婚姻的期望 一直觉得 应该把婚姻当成一个开始 而不是一个事情的结束 类似开店开公司 不是开业就万事大吉了 真的需要经营 想要好 还要双方共同经营 但某些人并不这么想 为了结婚而去结婚 或许会更累 降低期望挺好的 就当做第二次人生 从头再活 事事小心 认真对待经营,0.3594573740249155,1.0,0.890022205796161
"一、早恋并不是一件可耻的事情，而是人类正常的活动，需要树立正确的恋爱观，包括爱情和性，以及爱情与爱。
00:01 - 早恋不等于道德有问题，恋爱是人类正常活动
00:38 - 树立正确的恋爱观，才能更好地爱自己和他人
02:07 - 性是正常生理现象，但需要正确对待和保护自己
二、在恋爱中需要注意的一些问题，包括保护自己的身体和避免一些疾病的传播，同时也强调了女孩子要懂得自我保护。
03:02 - 人们容易感性，但需要分辨能力来判断言论的真实性和目的
03:37 - 恋爱可能导致怀孕、生命危险和艾滋病等疾病传播
05:51 - HPV病毒可能导致宫颈癌等严重疾病，需要加强保护和教育
三、爱情和性爱之间的区别，以及科普了一些关于艾滋病等方面的知识，提醒女孩子在恋爱中要理性思考，不要被爱情冲昏头脑。
06:02 - 没有了解重要的现实科普，人们容易被爱情冲昏头脑
06:45 - 美丽的事物背后都有缺点，需要承担后果
08:46 - 男孩子对你好可能只是激素分泌，不能只看表面
四、如何判断一个男孩子是否真的爱你，需要看他是否为了你们的前途在努力，而女孩子必须先成为一个独立的人才能找到幸福。
09:00 - 看一个男孩子是否真心爱你，要看他是否为你着想。
09:20 - 一个好的伴侣应该相互促进，一起变得更好。
09:50 - 成为独立自主的人，才能找到相匹配的另一半。
--以上内容由模型基于视频内容生成，仅供参考",一、早恋并不是一件可耻的事情，而是人类正常的活动，需要树立正确的恋爱观，包括爱情和性，以及爱情与爱。 : - 早恋不等于道德有问题，恋爱是人类正常活动 : - 树立正确的恋爱观，才能更好地爱自己和他人 : - 性是正常生理现象，但需要正确对待和保护自己 二、在恋爱中需要注意的一些问题，包括保护自己的身体和避免一些疾病的传播，同时也强调了女孩子要懂得自我保护。 : - 人们容易感性，但需要分辨能力来判断言论的真实性和目的 : - 恋爱可能导致怀孕、生命危险和艾滋病等疾病传播 : - HPV病毒可能导致宫颈癌等严重疾病，需要加强保护和教育 三、爱情和性爱之间的区别，以及科普了一些关于艾滋病等方面的知识，提醒女孩子在恋爱中要理性思考，不要被爱情冲昏头脑。 : - 没有了解重要的现实科普，人们容易被爱情冲昏头脑 : - 美丽的事物背后都有缺点，需要承担后果 : - 男孩子对你好可能只是激素分泌，不能只看表面 四、如何判断一个男孩子是否真的爱你，需要看他是否为了你们的前途在努力，而女孩子必须先成为一个独立的人才能找到幸福。 : - 看一个男孩子是否真心爱你，要看他是否为你着想。 : - 一个好的伴侣应该相互促进，一起变得更好。 : - 成为独立自主的人，才能找到相匹配的另一半。 --以上内容由模型基于视频内容生成，仅供参考,0.3594573740249155,1.0,0.9920853708465044
