comment,cleaned_comment,score1,score2,combined_score
想请问杜老师真正在感情中，如何判断“我们的爱对等吗”这个问题呢？感情投入无法完全量化评价，那只是凭借自己的感觉吗？觉得对方没有足够爱我就是危险的苗头了吗？但有时会不会是自己在乎的/要求的过多了呢，其实并不是很重要的事情？想问问老师有没有相关经验可以讲讲呀？[打call][打call],想请问杜老师真正在感情中，如何判断“我们的爱对等吗”这个问题呢？感情投入无法完全量化评价，那只是凭借自己的感觉吗？觉得对方没有足够爱我就是危险的苗头了吗？但有时会不会是自己在乎的/要求的过多了呢，其实并不是很重要的事情？想问问老师有没有相关经验可以讲讲呀？,0.3594573740249155,1.0,0.9657617057205812
沈老师讲的真好，让我想起当年我的母亲也是这样正确引导我去面对青春期的爱恋；她会像闺蜜一样，倾听着我讲述自己喜欢的男生，也会引导我将互相喜欢转换为学习的动力；甚至在面对一些格外传统的老师跟她打小报告时，她也会说“青春期小孩互相喜欢多正常，怎么在你的嘴里就变得很肮脏似的？我自己的小孩是什么样子我自己最清楚”。我记得男生的妈妈也特别的好，总做一些好吃的让他带给我。我也很了解我自己，我感觉当初的自己是老师口中的知道如何安排恋爱和学习的人，一段良好的互相喜欢的关系，还能让我在学习的时候心态更加平和，最后我也成功保送，提前半年就结束了高中的生活。时光荏苒，如今我已研究生毕业，也刚成家，看着老师的视频回想起自己当年的青葱岁月，十分感谢母亲的支持。等以后我有小孩了，我也会这样好好引导她。,沈老师讲的真好，让我想起当年我的母亲也是这样正确引导我去面对青春期的爱恋；她会像闺蜜一样，倾听着我讲述自己喜欢的男生，也会引导我将互相喜欢转换为学习的动力；甚至在面对一些格外传统的老师跟她打小报告时，她也会说“青春期小孩互相喜欢多正常，怎么在你的嘴里就变得很肮脏似的？我自己的小孩是什么样子我自己最清楚”。我记得男生的妈妈也特别的好，总做一些好吃的让他带给我。我也很了解我自己，我感觉当初的自己是老师口中的知道如何安排恋爱和学习的人，一段良好的互相喜欢的关系，还能让我在学习的时候心态更加平和，最后我也成功保送，提前半年就结束了高中的生活。时光荏苒，如今我已研究生毕业，也刚成家，看着老师的视频回想起自己当年的青葱岁月，十分感谢母亲的支持。等以后我有小孩了，我也会这样好好引导她。,0.3594573740249155,1.0,0.9886315126499372
说句题外话，基本看不到商老师正脸，眼睛一直盯着沈老师，两个人好恩爱啊呜呜呜呜,说句题外话，基本看不到商老师正脸，眼睛一直盯着沈老师，两个人好恩爱啊呜呜呜呜,0.3594573740249155,1.0,0.7517219089468825
这才是真正的教育和引导！希望这种愿意打破禁忌讲的老师越来越多，尤其是初中高中的生物课老师，不要避讳性话题，要引导和教育正确认知。现在的孩子，高中保守说一半体验过了，但不一定是正确安全的体验，初中生比例也越来越高，堵真的不如疏[笑哭],这才是真正的教育和引导！希望这种愿意打破禁忌讲的老师越来越多，尤其是初中高中的生物课老师，不要避讳性话题，要引导和教育正确认知。现在的孩子，高中保守说一半体验过了，但不一定是正确安全的体验，初中生比例也越来越高，堵真的不如疏,0.40159477065724175,0.0,0.3776562795742427
亲情友情爱情是不同的，老师还是有点误导，倒不如直言喜欢没问题，两人一起学习分享，互相守护陪伴，另外背后说闲话吹嘘是不好的,亲情友情爱情是不同的，老师还是有点误导，倒不如直言喜欢没问题，两人一起学习分享，互相守护陪伴，另外背后说闲话吹嘘是不好的,0.3594573740249155,0.33622659986374615,0.2991077331025492
老师告诉我们不要谈恋爱影响学习后来发现根本考不过谈恋爱的人[doge],老师告诉我们不要谈恋爱影响学习后来发现根本考不过谈恋爱的人,0.3594573740249155,1.0,0.6705399425568197
老师和家长说恋爱影响学习，可到高中，高考了，谈恋爱的比没谈恋爱的考的分还高。,老师和家长说恋爱影响学习，可到高中，高考了，谈恋爱的比没谈恋爱的考的分还高。,0.40159477065724175,0.4632039205553255,0.37375443810247977
老师说的很实际：要找身体健康性格平和 能过日子的男的，不要只想高富帅  不现实,老师说的很实际：要找身体健康性格平和 能过日子的男的，不要只想高富帅 不现实,0.3594573740249155,1.0,0.7431467387734978
请问老师，已经一追一逃…三个月没见面了怎么办,请问老师，已经一追一逃…三个月没见面了怎么办,0.40159477065724175,1.0,0.6506108611055079
我现在就是跟我的女朋友关系非常紧张，求教，龙轩老师,我现在就是跟我的女朋友关系非常紧张，求教，龙轩老师,0.3594573740249155,1.0,0.6256792851245073
我现在跟女朋友感觉非常平淡，看了这个视频我知道怎么做了，谢谢老师分享,我现在跟女朋友感觉非常平淡，看了这个视频我知道怎么做了，谢谢老师分享,0.3594573740249155,1.0,0.6878929467766928
两个人的关系好与坏决定这恋爱是否能继续，龙轩老师的视频说到位了。,两个人的关系好与坏决定这恋爱是否能继续，龙轩老师的视频说到位了。,0.3594573740249155,1.0,0.7269719434417801
东亚爱情观…笑而不语…老师说是叠加而不是变迁真的太对了，一种既要又要的感觉,东亚爱情观…笑而不语…老师说是叠加而不是变迁真的太对了，一种既要又要的感觉,0.3594573740249155,1.0,0.6795492831849455
这老师开头提了几个问题，爱情是什么，婚姻的意义，怎么他自己也没讲呢😂这个课程是不是不太完整还是他本来就没讲😂,这老师开头提了几个问题，爱情是什么，婚姻的意义，怎么他自己也没讲呢😂这个课程是不是不太完整还是他本来就没讲😂,0.3594573740249155,1.0,0.6829378228186146
