comment,cleaned_comment,score1,score2,combined_score
"女生择偶观
1.标签滤镜
祛魅，更关注背后个人的能力和品格
不要高看他人，也不要低看自己
2.过往
包括原生家庭，感情史，过往经历
要用妥当的方式去问
重要不是看经历，而是他对此的看法和现在的做法。逃避，直面or试图理解。
how
先从自己身上，从具体的小事来引出他的经历
eg有没有离家出走过，学家长签名，要零花钱....
3.不要被低成本的付出过于感动
如系鞋带，端水等等。这些可以出于素养和礼貌，普通朋友也可以做到。只是附加点，而不是喜欢的理由，是标配和基础。
关注付出背后的动机是发自内心or表演，发自内心不会一直看你的眼色，而是关注事物本身，如红糖水是不是化开了
另外还可以注意事情是否完成的有始有终，如去医院大大小小一堆事情有没有做完到最后一步。是不是之后还会有反馈性的行为出现，而不是一次性就结束。
还可以看对方稀缺的是什么，如时间成本的投入。
4.三观契合
有没有大男子主义，婚姻观等是不是尊重女性。从简单的新颖的事情入手去询问，自己有长处的地方或者他有劣势的地方会不会学习你。
5.看他对他身边人的看法
是不是平等的对待别人，对身边人是否有褒有贬，是否吐槽前任，是否孝顺父母等他的社会人际关系。
6.感情史来分析
感情里的奇异点，是否能够冷静的分析自己的过错，总结经验。
7.及时夸奖及时鼓励及时分析，好的伴侣是相互激励的人生盟友，各种人生搭子。",女生择偶观 .标签滤镜 祛魅，更关注背后个人的能力和品格 不要高看他人，也不要低看自己 .过往 包括原生家庭，感情史，过往经历 要用妥当的方式去问 重要不是看经历，而是他对此的看法和现在的做法。逃避，直面or试图理解。 how 先从自己身上，从具体的小事来引出他的经历 eg有没有离家出走过，学家长签名，要零花钱.... .不要被低成本的付出过于感动 如系鞋带，端水等等。这些可以出于素养和礼貌，普通朋友也可以做到。只是附加点，而不是喜欢的理由，是标配和基础。 关注付出背后的动机是发自内心or表演，发自内心不会一直看你的眼色，而是关注事物本身，如红糖水是不是化开了 另外还可以注意事情是否完成的有始有终，如去医院大大小小一堆事情有没有做完到最后一步。是不是之后还会有反馈性的行为出现，而不是一次性就结束。 还可以看对方稀缺的是什么，如时间成本的投入。 .三观契合 有没有大男子主义，婚姻观等是不是尊重女性。从简单的新颖的事情入手去询问，自己有长处的地方或者他有劣势的地方会不会学习你。 .看他对他身边人的看法 是不是平等的对待别人，对身边人是否有褒有贬，是否吐槽前任，是否孝顺父母等他的社会人际关系。 .感情史来分析 感情里的奇异点，是否能够冷静的分析自己的过错，总结经验。 .及时夸奖及时鼓励及时分析，好的伴侣是相互激励的人生盟友，各种人生搭子。,0.3594573740249155,1.0,1.0
判断这个人适不适合你的最好的方法，就是这个人的出现有没有让你觉得你的生活有没有充满正能量，如果都是激发负能量总是自己消化不良情绪或者产生以前不会有的不好情绪，那证明他的存在是克你！！,判断这个人适不适合你的最好的方法，就是这个人的出现有没有让你觉得你的生活有没有充满正能量，如果都是激发负能量总是自己消化不良情绪或者产生以前不会有的不好情绪，那证明他的存在是克你！！,0.3594573740249155,1.0,0.8677406439459621
寡了四年的寡王有没有[大哭],寡了四年的寡王有没有,0.3594573740249155,1.0,0.5986031276624313
与其幻想大学时能够找到心仪的对象，不如好好想想高中时有没有什么错过的女孩，趁着相隔时间还不是很长，不要错过机会了。,与其幻想大学时能够找到心仪的对象，不如好好想想高中时有没有什么错过的女孩，趁着相隔时间还不是很长，不要错过机会了。,0.40159477065724175,1.0,0.7941314369739763
我选老婆就看两样，修养，有没有爱情观,我选老婆就看两样，修养，有没有爱情观,0.3594573740249155,1.0,0.6512900127636775
有没有关于同性滴。其实同性互相了解还比较安全吗,有没有关于同性滴。其实同性互相了解还比较安全吗,0.3594573740249155,1.0,0.5755955425369184
只想说别太多套路 没谈过恋爱不意味着是傻子 有没有可能就是因为见过太多套路所以不想谈 有啥说啥不好吗[OK],只想说别太多套路 没谈过恋爱不意味着是傻子 有没有可能就是因为见过太多套路所以不想谈 有啥说啥不好吗,0.3594573740249155,1.0,0.6456383641926665
有没有跳过恋爱直接结婚的办法,有没有跳过恋爱直接结婚的办法,0.3594573740249155,1.0,0.6707903710655383
em有没有一种可能啊，我是说可能，男生可以选择一直单身，独处也可以活的很好，为什么会孜孜不倦的说要处对象呢，不谈对象还要摆出一堆理由太荒谬了，不想就行了，别说没钱啊,em有没有一种可能啊，我是说可能，男生可以选择一直单身，独处也可以活的很好，为什么会孜孜不倦的说要处对象呢，不谈对象还要摆出一堆理由太荒谬了，不想就行了，别说没钱啊,0.3594573740249155,1.0,0.7031463061621546
从来没主动想过要不要结婚这个问题，就是每天上班累的要死，周末短暂充电，也赚不到钱，一日复一日就28了，也没谈过恋爱，我爸妈也完全不关心我有没有对象，完全不催婚,从来没主动想过要不要结婚这个问题，就是每天上班累的要死，周末短暂充电，也赚不到钱，一日复一日就了，也没谈过恋爱，我爸妈也完全不关心我有没有对象，完全不催婚,0.3594573740249155,0.4632039205553255,0.43444724567358806
有没有可能你把婚姻当友情经营，把对方当好朋友对待，但对方觉得你太客气，没把他当成亲密的人。这怎么办？,有没有可能你把婚姻当友情经营，把对方当好朋友对待，但对方觉得你太客气，没把他当成亲密的人。这怎么办？,0.3594573740249155,1.0,0.642973676911133
都想着男的有什么，能给到你什么，有没有资格谈恋爱，现在的女的太多这种人，太把自己当一回事，恋爱一定是双方平等，相互的，如果是一方给予另一方，那就是交易而不是恋爱,都想着男的有什么，能给到你什么，有没有资格谈恋爱，现在的女的太多这种人，太把自己当一回事，恋爱一定是双方平等，相互的，如果是一方给予另一方，那就是交易而不是恋爱,0.3594573740249155,1.0,0.74348557399512
"现实其实是多分支多结局
分支1:没钱没爱(最正常，农村地区常见)
分支2:没钱有爱(纯爱？估计校园时期就开始恋爱了)
分支3:有钱没爱(包养？男生向下兼容去相亲的吧，反着也行)
分支4:有钱有爱(做梦？看电视剧呢，现实极少)

分支1和2因为生活有没有赚到钱触发不同结局
分支3因为生活有没有日久生情触发不同结局
分支4？节假日天天吃喝玩乐秀恩爱撒狗粮去了",现实其实是多分支多结局 分支:没钱没爱(最正常，农村地区常见) 分支:没钱有爱(纯爱？估计校园时期就开始恋爱了) 分支:有钱没爱(包养？男生向下兼容去相亲的吧，反着也行) 分支:有钱有爱(做梦？看电视剧呢，现实极少) 分支和因为生活有没有赚到钱触发不同结局 分支因为生活有没有日久生情触发不同结局 分支？节假日天天吃喝玩乐秀恩爱撒狗粮去了,0.3594573740249155,1.0,0.8447230037219384
有没有一种可能，都有。又爱又有钱那种呢？也不是没有哦！,有没有一种可能，都有。又爱又有钱那种呢？也不是没有哦！,0.3594573740249155,1.0,0.7670554253956114
我买房我装修，房本写我一个人的名，让你免费住。我不在乎你们家有没有钱，有没有彩礼，但是结婚后伺候不好姑奶奶，就给我滾出去,我买房我装修，房本写我一个人的名，让你免费住。我不在乎你们家有没有钱，有没有彩礼，但是结婚后伺候不好姑奶奶，就给我滾出去,0.0,1.0,0.6558746035619353
第一组，他看了，不过并不是特意来看的，可能是不经意看到。他觉得和你们差距太大了，仿佛不是一个世界的人。他有点冲不动。他心目中的你是一个比较完整的形象，有光芒有光彩的人。他觉得你家境很好，高贵，高攀不起。你什么都有了，也不缺他的感觉，有没有他你都过得很好。他会有压力。,第一组，他看了，不过并不是特意来看的，可能是不经意看到。他觉得和你们差距太大了，仿佛不是一个世界的人。他有点冲不动。他心目中的你是一个比较完整的形象，有光芒有光彩的人。他觉得你家境很好，高贵，高攀不起。你什么都有了，也不缺他的感觉，有没有他你都过得很好。他会有压力。,0.3594573740249155,1.0,0.6020034219396522
说实话，求职过程最无语的问题就是有没有对象，我个人觉得这很私人但是好像所有公司都问就很恶。,说实话，求职过程最无语的问题就是有没有对象，我个人觉得这很私人但是好像所有公司都问就很恶。,0.3594573740249155,0.33622659986374615,0.45036281377519055
"结婚不是结局，结婚是一个开始，是一另种生活方式。
同样，单身也只是一种选择。你从一开始就在做选择了，只是你不知道。当你看到一个有眼缘的人，你有没有去认识他？当一个人想认识你的时候，你有没有接纳他？当有人与你关系渐进的时候，你有没有阻断他？当你有机会显示自己的时候，你有没有准备呢？很多微妙的时候，你都在做出选择。就像有的人会打扮自己，让自己何时都有吸引力，而有的人却喜欢拒人千里的邋遢。
单身或脱单，可不是一句表白就能扭转的",结婚不是结局，结婚是一个开始，是一另种生活方式。 同样，单身也只是一种选择。你从一开始就在做选择了，只是你不知道。当你看到一个有眼缘的人，你有没有去认识他？当一个人想认识你的时候，你有没有接纳他？当有人与你关系渐进的时候，你有没有阻断他？当你有机会显示自己的时候，你有没有准备呢？很多微妙的时候，你都在做出选择。就像有的人会打扮自己，让自己何时都有吸引力，而有的人却喜欢拒人千里的邋遢。 单身或脱单，可不是一句表白就能扭转的,0.5350482592176715,1.0,0.8222047586079684
这些人真的不可以戴套吗？能不能什么都做好了，比如结婚证，婚检，能不能查一查有没有欠债，是不是失信人员啊。稀里糊涂结了婚，又有了孩子，谁能为小孩子负负责啊！！！,这些人真的不可以戴套吗？能不能什么都做好了，比如结婚证，婚检，能不能查一查有没有欠债，是不是失信人员啊。稀里糊涂结了婚，又有了孩子，谁能为小孩子负负责啊！！！,0.3594573740249155,1.0,0.7826421082410857
婚姻的原则性问题：有没有阻碍自我的发展！也就是你有没有变得更好！,婚姻的原则性问题：有没有阻碍自我的发展！也就是你有没有变得更好！,0.3594573740249155,1.0,0.739040142449717
