comment,cleaned_comment,score1,score2,combined_score
个人感觉这个论断或许这更适合80后和90后，可是如今时代真的变了，我很多00后和10后学生的父母都不反对早恋，但学生们自主选择单身，正如up主所讲，选择“提升自己”，但摆烂的也有。低结婚率、低生育率在全世界都是主流趋势。倘若父母催促我们不要早恋，我们尚能讲讲理；但功利、浮躁、拜金、下行的时代催促我们不恋爱，我们只能默默承受，在提升自己上不断下功夫，逆时代而行的人基本不会有好果汁吃。高富帅和白富美除外。,个人感觉这个论断或许这更适合后和后，可是如今时代真的变了，我很多后和后学生的父母都不反对早恋，但学生们自主选择单身，正如up主所讲，选择“提升自己”，但摆烂的也有。低结婚率、低生育率在全世界都是主流趋势。倘若父母催促我们不要早恋，我们尚能讲讲理；但功利、浮躁、拜金、下行的时代催促我们不恋爱，我们只能默默承受，在提升自己上不断下功夫，逆时代而行的人基本不会有好果汁吃。高富帅和白富美除外。,0.40159477065724175,0.33622659986374615,0.5616625604296867
催婚的是最烦的！我看我堂哥堂姐他们，平常跟他们父母处的好好的，一聊到这上面就开始吵[辣眼睛]我爸妈还好，觉得没必要那么早结婚，高中之前一直都是明令禁止早恋的，到了大学也没催过，但是我考上了研究生也准备去读，出来都快26了[笑哭]我爸就开始经常说什么研究生记得找个女朋友啊之类的，我现在就有点烦了,催婚的是最烦的！我看我堂哥堂姐他们，平常跟他们父母处的好好的，一聊到这上面就开始吵我爸妈还好，觉得没必要那么早结婚，高中之前一直都是明令禁止早恋的，到了大学也没催过，但是我考上了研究生也准备去读，出来都快了我爸就开始经常说什么研究生记得找个女朋友啊之类的，我现在就有点烦了,0.3594573740249155,1.0,0.9167488393739482
就像我在一个UP主那儿看到的：大学前不准早恋，大学后催婚生子，其实并不矛盾，因为内核都是不尊重个体意志。,就像我在一个UP主那儿看到的：大学前不准早恋，大学后催婚生子，其实并不矛盾，因为内核都是不尊重个体意志。,0.3594573740249155,1.0,0.5663778053745158
和我老公17岁在一起的，两个差生互相激励着考上了大学本科，现在在一起11年，儿子一岁半了。“早恋”对我来说，是件改变了人生的大好事。,和我老公岁在一起的，两个差生互相激励着考上了大学本科，现在在一起年，儿子一岁半了。“早恋”对我来说，是件改变了人生的大好事。,0.3594573740249155,1.0,0.7302955012880776
上学的时候死也不让谈，毕业了恨不得你马上结婚生孩子，可是谈恋爱本身也是一种社交需要学习需要经验啊。而且后来再也没有那时候那种心动的感觉了，不喜欢别人也不被别人喜欢…早恋本身就很扯，家长老师学校乃至社会该做的事是好好引导不是一棒子打死,上学的时候死也不让谈，毕业了恨不得你马上结婚生孩子，可是谈恋爱本身也是一种社交需要学习需要经验啊。而且后来再也没有那时候那种心动的感觉了，不喜欢别人也不被别人喜欢…早恋本身就很扯，家长老师学校乃至社会该做的事是好好引导不是一棒子打死,0.3594573740249155,1.0,0.8663308328068637
周围最幸福没出问题的都是高中早恋的 甚至初中 大学特别不靠谱，上了社会更会发现人类的参差。。。,周围最幸福没出问题的都是高中早恋的 甚至初中 大学特别不靠谱，上了社会更会发现人类的参差。。。,0.3594573740249155,1.0,0.6989966498297785
所以这是早恋吗？[doge],所以这是早恋吗？,0.3594573740249155,1.0,0.72948929076431
我不反对早恋，但我反对用父母的钱去谈恋爱。,我不反对早恋，但我反对用父母的钱去谈恋爱。,0.3594573740249155,0.4632039205553255,0.3423256427585645
早不早恋我倒是不在乎，我在乎的事，孩子能跟我聊爱情。哇哦，我感觉特酷的一件事,早不早恋我倒是不在乎，我在乎的事，孩子能跟我聊爱情。哇哦，我感觉特酷的一件事,0.0,1.0,0.5876137731383685
我家的恋爱观：高中以前别靠近男生，别给我搞早恋，上大学怎么一年了都还没个男朋友，妳是不是不讨人喜欢,我家的恋爱观：高中以前别靠近男生，别给我搞早恋，上大学怎么一年了都还没个男朋友，妳是不是不讨人喜欢,0.3594573740249155,1.0,0.8157562313201128
