comment,cleaned_comment,score1,score2
"很支持up的观点，谈恋爱真不是靠等来的，就是要像找工作一样对待，为这方面做功课，找目标群体，找自身优势，如果没有谈过，你就算自己运气好遇见好的，也是各种矛盾，最后大概率分开，没办法，经营一段关系就是要经验，有经验才能给双方带来良好的体验
  有人可能说了，为了谈恋爱做一些没用的事，还不如留时间给正事呢，我想说的是，为了找到一个好的伴侣，自己努力提升自己的价值真的有用，比如你为了提升自己的性价值去健身，或者情绪价值多社交，这些就算是不谈恋爱也是对自己有益的事吧
  我也是看了up的视频开始去思考自己要找什么类型的，1.我注重哪方面的需求，2.我又能给对方哪方面的价值，第一个问题我心里只有一点点方向，但不确定，还是得靠大量的经验，第二个我我想提升自己的性价值，于是开始了健身，想学习穿搭和发型，情绪价值得靠经验，我也会努力提升学习的，硬价值这种更是自己人生必须努力的就不用说了，最后我想说：抱着无知感性想收获幻想中的爱情只会遍体鳞伤，只有理性智慧才能得到憧憬的爱情","很支持up的观点，谈恋爱真不是靠等来的，就是要像找工作一样对待，为这方面做功课，找目标群体，找自身优势，如果没有谈过，你就算自己运气好遇见好的，也是各种矛盾，最后大概率分开，没办法，经营一段关系就是要经验，有经验才能给双方带来良好的体验
  有人可能说了，为了谈恋爱做一些没用的事，还不如留时间给正事呢，我想说的是，为了找到一个好的伴侣，自己努力提升自己的价值真的有用，比如你为了提升自己的性价值去健身，或者情绪价值多社交，这些就算是不谈恋爱也是对自己有益的事吧
  我也是看了up的视频开始去思考自己要找什么类型的，1.我注重哪方面的需求，2.我又能给对方哪方面的价值，第一个问题我心里只有一点点方向，但不确定，还是得靠大量的经验，第二个我我想提升自己的性价值，于是开始了健身，想学习穿搭和发型，情绪价值得靠经验，我也会努力提升学习的，硬价值这种更是自己人生必须努力的就不用说了，最后我想说：抱着无知感性想收获幻想中的爱情只会遍体鳞伤，只有理性智慧才能得到憧憬的爱情",0.3594573740249155,1.0
我和我现在的男友三观都挺正的，他真的很好，把我从一个敏感自负的人给矫正回来了，我的初恋算上一个非常糟糕而且不健康的关系[Kizuna AI_嘤嘤嘤]，但是我的现任教会了我很多，之前我也感觉我自己配不上那么优秀的他，但是现在我觉得，我至少得去努力，哪怕最后真的会分开，但我也不会后悔[Kizuna AI _嗨多摩]，一段健康的恋爱关系真的很重要，真的很重要！,我和我现在的男友三观都挺正的，他真的很好，把我从一个敏感自负的人给矫正回来了，我的初恋算上一个非常糟糕而且不健康的关系，但是我的现任教会了我很多，之前我也感觉我自己配不上那么优秀的他，但是现在我觉得，我至少得去努力，哪怕最后真的会分开，但我也不会后悔，一段健康的恋爱关系真的很重要，真的很重要！,0.3594573740249155,1.0
刚把一个喜欢我的异地恋男生给弄丢了，视频里有很多条都符合，相处也是自然，聊的来，但是我的恋爱观不成熟导致让他一度的心累，自己的情绪起伏也是很大，他跟我说他应付不过来，我也经常因为他缺发陪伴我的时间，我感觉患得患失就提了分手。,刚把一个喜欢我的异地恋男生给弄丢了，视频里有很多条都符合，相处也是自然，聊的来，但是我的恋爱观不成熟导致让他一度的心累，自己的情绪起伏也是很大，他跟我说他应付不过来，我也经常因为他缺发陪伴我的时间，我感觉患得患失就提了分手。,0.3594573740249155,1.0
"女生择偶观
1.标签滤镜
祛魅，更关注背后个人的能力和品格
不要高看他人，也不要低看自己
2.过往
包括原生家庭，感情史，过往经历
要用妥当的方式去问
重要不是看经历，而是他对此的看法和现在的做法。逃避，直面or试图理解。
how
先从自己身上，从具体的小事来引出他的经历
eg有没有离家出走过，学家长签名，要零花钱....
3.不要被低成本的付出过于感动
如系鞋带，端水等等。这些可以出于素养和礼貌，普通朋友也可以做到。只是附加点，而不是喜欢的理由，是标配和基础。
关注付出背后的动机是发自内心or表演，发自内心不会一直看你的眼色，而是关注事物本身，如红糖水是不是化开了
另外还可以注意事情是否完成的有始有终，如去医院大大小小一堆事情有没有做完到最后一步。是不是之后还会有反馈性的行为出现，而不是一次性就结束。
还可以看对方稀缺的是什么，如时间成本的投入。
4.三观契合
有没有大男子主义，婚姻观等是不是尊重女性。从简单的新颖的事情入手去询问，自己有长处的地方或者他有劣势的地方会不会学习你。
5.看他对他身边人的看法
是不是平等的对待别人，对身边人是否有褒有贬，是否吐槽前任，是否孝顺父母等他的社会人际关系。
6.感情史来分析
感情里的奇异点，是否能够冷静的分析自己的过错，总结经验。
7.及时夸奖及时鼓励及时分析，好的伴侣是相互激励的人生盟友，各种人生搭子。","女生择偶观
1.标签滤镜
祛魅，更关注背后个人的能力和品格
不要高看他人，也不要低看自己
2.过往
包括原生家庭，感情史，过往经历
要用妥当的方式去问
重要不是看经历，而是他对此的看法和现在的做法。逃避，直面or试图理解。
how
先从自己身上，从具体的小事来引出他的经历
eg有没有离家出走过，学家长签名，要零花钱....
3.不要被低成本的付出过于感动
如系鞋带，端水等等。这些可以出于素养和礼貌，普通朋友也可以做到。只是附加点，而不是喜欢的理由，是标配和基础。
关注付出背后的动机是发自内心or表演，发自内心不会一直看你的眼色，而是关注事物本身，如红糖水是不是化开了
另外还可以注意事情是否完成的有始有终，如去医院大大小小一堆事情有没有做完到最后一步。是不是之后还会有反馈性的行为出现，而不是一次性就结束。
还可以看对方稀缺的是什么，如时间成本的投入。
4.三观契合
有没有大男子主义，婚姻观等是不是尊重女性。从简单的新颖的事情入手去询问，自己有长处的地方或者他有劣势的地方会不会学习你。
5.看他对他身边人的看法
是不是平等的对待别人，对身边人是否有褒有贬，是否吐槽前任，是否孝顺父母等他的社会人际关系。
6.感情史来分析
感情里的奇异点，是否能够冷静的分析自己的过错，总结经验。
7.及时夸奖及时鼓励及时分析，好的伴侣是相互激励的人生盟友，各种人生搭子。",0.3594573740249155,1.0
"和前男友刚开始谈的时候他无微不至地照顾我，比如饭前烫碗筷、夹菜、抢着拎包并且把所有要拿的东西抢着拿。
后来他不这样了，饭前不帮烫碗筷甚至他自己的也不烫，吃饭不夹菜给我只顾自己吃，也不怎么帮我拎包了。
我想问下这是正常的吗？我受不了这些变化，会怀疑他对我冷淡了，我会因此闹脾气，比如开玩笑说“你变了，你都不帮我扭瓶盖了”，他就会说“那我还得喂到嘴边给你是吧”
恋爱经历比较少，希望大家帮我看看我应该怎么调整心态[笑哭][笑哭]","和前男友刚开始谈的时候他无微不至地照顾我，比如饭前烫碗筷、夹菜、抢着拎包并且把所有要拿的东西抢着拿。
后来他不这样了，饭前不帮烫碗筷甚至他自己的也不烫，吃饭不夹菜给我只顾自己吃，也不怎么帮我拎包了。
我想问下这是正常的吗？我受不了这些变化，会怀疑他对我冷淡了，我会因此闹脾气，比如开玩笑说“你变了，你都不帮我扭瓶盖了”，他就会说“那我还得喂到嘴边给你是吧”
恋爱经历比较少，希望大家帮我看看我应该怎么调整心态",0.3594573740249155,1.0
想问问两位老师！我上个冬天遇到了一个很喜欢的男生，平时有断断续续的聊天，也出去约会了两次，都很开心，能感觉到彼此对对方都有点小意思，但谁都还没点破。我今年大三，研究生要去澳洲，后面可能会定居在那边，他也大三，保研之后博士去美国读，感觉我们俩的人生规划从此以后就分叉了，我们还要继续约会下去吗？现在是有点上头但又不敢全力以赴，害怕一年以后的自己伤心，现在应该在一切开始之前停下嘛？,想问问两位老师！我上个冬天遇到了一个很喜欢的男生，平时有断断续续的聊天，也出去约会了两次，都很开心，能感觉到彼此对对方都有点小意思，但谁都还没点破。我今年大三，研究生要去澳洲，后面可能会定居在那边，他也大三，保研之后博士去美国读，感觉我们俩的人生规划从此以后就分叉了，我们还要继续约会下去吗？现在是有点上头但又不敢全力以赴，害怕一年以后的自己伤心，现在应该在一切开始之前停下嘛？,1.0,1.0
[笑哭]我和对象是老同学，前两天突然和别的同学聊到了对象曾经的绯闻女友，我就憋不住直接去问他之前那一段八卦的细节了，他很含糊的说人家姑娘没看上他所以没结果，但我觉得自己还是有些在意这个事的真实性，而且当年那个绯闻传的人尽皆知持续到姑娘出国后好久…我现在打听这个是不是在给自己找不痛快啊,我和对象是老同学，前两天突然和别的同学聊到了对象曾经的绯闻女友，我就憋不住直接去问他之前那一段八卦的细节了，他很含糊的说人家姑娘没看上他所以没结果，但我觉得自己还是有些在意这个事的真实性，而且当年那个绯闻传的人尽皆知持续到姑娘出国后好久…我现在打听这个是不是在给自己找不痛快啊,0.3594573740249155,1.0
我一直想知道如果遇到一个感觉对方比自己强的人，带着一种自卑、些许仰慕的爱是真正的爱吗？当我感觉与对方不平等时，我好像没有爱他的能力，我给不了能激起对方生命力的我的生命力，那是否还要做出努力？做出努力往往会不自觉的讨好对方，因为人会下意识的选择最简便的方法，而精进自己是一个缓慢和看不见的过程。在这个过程中容易略过对方对自己的不尊重的地方，一而再再二三地在这种没有达到人与人之间真正对等统一的关系里让人产生极大的挫败。有时候我觉得这不是一种真正的喜欢和爱。,我一直想知道如果遇到一个感觉对方比自己强的人，带着一种自卑、些许仰慕的爱是真正的爱吗？当我感觉与对方不平等时，我好像没有爱他的能力，我给不了能激起对方生命力的我的生命力，那是否还要做出努力？做出努力往往会不自觉的讨好对方，因为人会下意识的选择最简便的方法，而精进自己是一个缓慢和看不见的过程。在这个过程中容易略过对方对自己的不尊重的地方，一而再再二三地在这种没有达到人与人之间真正对等统一的关系里让人产生极大的挫败。有时候我觉得这不是一种真正的喜欢和爱。,0.3594573740249155,1.0
想请问杜老师真正在感情中，如何判断“我们的爱对等吗”这个问题呢？感情投入无法完全量化评价，那只是凭借自己的感觉吗？觉得对方没有足够爱我就是危险的苗头了吗？但有时会不会是自己在乎的/要求的过多了呢，其实并不是很重要的事情？想问问老师有没有相关经验可以讲讲呀？[打call][打call],想请问杜老师真正在感情中，如何判断“我们的爱对等吗”这个问题呢？感情投入无法完全量化评价，那只是凭借自己的感觉吗？觉得对方没有足够爱我就是危险的苗头了吗？但有时会不会是自己在乎的/要求的过多了呢，其实并不是很重要的事情？想问问老师有没有相关经验可以讲讲呀？,0.3594573740249155,1.0
在分手的情绪反扑期，有时候想好像再忍忍也可以继续下去，但当时决心不要再过这样生活的人也是自己。谢谢老师的教诲，我要克制住惯性带来的影响，直面分离的恐惧。,在分手的情绪反扑期，有时候想好像再忍忍也可以继续下去，但当时决心不要再过这样生活的人也是自己。谢谢老师的教诲，我要克制住惯性带来的影响，直面分离的恐惧。,0.3594573740249155,0.33622659986374615
